Well Name,Depth,Facies,GR,AC,DEN,CNL,LLS,LLD,K
JY11-4,2328.375,1,175.077,263.683,2.571,14.491,57.561,63.174,2.695
JY11-4,2329.875,1,184.478,253.087,2.585,12.73,31.779,32.445,2.525
JY11-4,2330,1,194.863,254.481,2.585,12.851,23.734,23.755,2.617
JY11-4,2330.875,1,205.397,271.861,2.601,16.539,29.401,30.753,3.416
JY11-4,2331,1,207.143,272.663,2.598,16.576,32.207,33.276,3.29
JY11-4,2332.5,1,192.422,257.624,2.613,16.053,27.793,28.719,3.64
JY11-4,2332.75,1,179.002,243.366,2.616,13.79,41.667,43.349,3.408
JY11-4,2333.375,1,177.646,242.935,2.619,13.552,43.69,45.15,3.318
JY11-4,2333.5,1,178.672,244.103,2.619,13.493,42.881,44.086,3.24
JY11-4,2333.625,1,179.444,240.697,2.617,12.662,49.075,51.63,2.824
JY11-4,2334.375,1,182.431,239.975,2.617,12.839,50.94,53.735,2.822
JY11-4,2334.5,1,182.045,239.408,2.617,12.946,51.198,54.219,2.832
JY11-4,2334.625,1,172.97,234.333,2.635,12.029,68.253,73.854,3.577
JY11-4,2336.5,1,170.419,240.527,2.586,11.811,41.008,43.707,2.706
JY11-4,2336.625,1,172.534,239.605,2.583,11.853,38.809,41.292,2.764
JY11-4,2336.75,1,198.556,253.737,2.617,14.963,20.998,22.306,3.318
JY11-4,2337.125,1,197.41,253.592,2.614,14.562,23.697,25.396,3.133
JY11-4,2337.25,1,192.841,251.304,2.611,13.773,28.091,30.067,2.881
JY11-4,2337.375,1,187.372,242.073,2.595,11.966,57.087,61.953,2.318
JY11-4,2339.625,1,200.515,251.951,2.569,12.163,64.857,69.131,2.698
JY11-4,2339.75,1,200.661,251.757,2.567,12.303,70.815,75.322,2.717
JY11-4,2339.875,1,203.276,256.572,2.572,12.264,29.508,31.547,2.795
JY11-4,2341.25,1,202.268,255.609,2.569,12.144,36.037,38.781,2.799
JY11-4,2341.375,1,198.601,254.336,2.567,12.315,44.653,47.934,2.788
JY11-4,2341.5,1,192.571,252.486,2.561,13.719,51.557,55.041,2.733
JY11-4,2342.125,1,196.875,253.184,2.558,13.806,50.209,53.468,2.728
JY11-4,2342.25,1,201.49,254.494,2.557,13.43,47.999,50.771,2.745
JY11-4,2342.375,1,204.439,255.558,2.56,12.901,43.716,45.95,2.779
JY11-4,2343.125,1,204.158,255.435,2.563,12.552,38.409,40.307,2.815
JY11-4,2343.25,1,199.854,253.041,2.566,12.339,34.831,36.805,2.844
JY11-4,2343.375,1,191.476,248.557,2.569,11.965,34.969,37.44,2.838
JY11-4,2344.25,1,182.745,245.123,2.572,11.355,39.639,42.904,2.776
JY11-4,2344.375,1,177.904,244.055,2.576,10.909,46.609,50.536,2.682
JY11-4,2344.5,1,180.647,244.524,2.577,10.898,51.56,55.708,2.572
JY11-4,2345.375,1,189.015,246.284,2.578,11.27,51.84,55.787,2.389
JY11-4,2345.5,1,200.906,249.611,2.585,11.586,41.945,45.122,2.259
JY11-4,2345.625,1,196.245,248.016,2.591,11.429,39.857,42.869,2.439
JY11-4,2347.625,1,174.314,249.049,2.543,11.057,42.804,45.794,2.015
JY11-4,2347.75,1,175.692,247.99,2.544,10.924,39.105,42.145,2.045
JY11-4,2347.875,1,167.934,246.477,2.543,11.862,60.53,65.546,2.227
JY11-4,2348.5,1,171.757,245.444,2.531,11.41,60.197,64.608,2.2
JY11-4,2348.625,1,176.881,244.913,2.52,10.734,53.886,56.911,2.18
JY11-4,2348.75,1,197.305,245.833,2.505,9.876,13.949,15.203,2.066
JY11-4,2350.125,1,196.232,247.136,2.504,9.892,16.173,17.564,2.035
JY11-4,2350.25,1,196.303,249.751,2.507,10.266,18.933,20.668,1.993
JY11-4,2350.375,1,216.699,251.314,2.487,11.035,88.46,96.385,1.698
JY11-4,2351.125,1,218.656,252.587,2.491,11.216,80.486,87.231,1.693
JY11-4,2351.25,1,217.274,253.937,2.496,11.293,69.349,74.48,1.696
JY11-4,2352.5,1,195.852,257.657,2.524,12.77,11.656,12.511,1.908
JY11-4,2353.25,1,190.887,255.75,2.511,12.363,13.055,14.354,1.963
JY11-4,2353.375,1,183.363,250.557,2.503,11.274,18.899,20.739,2.013
JY11-4,2353.5,1,180.706,244.078,2.519,10.201,28.232,30.898,1.234
JY11-4,2354.375,1,177.142,245.377,2.508,9.425,33.329,36.746,1.167
JY11-4,2354.5,1,181.327,246.697,2.499,9.398,40.489,44.516,1.204
JY11-4,2354.625,1,181.015,252.122,2.498,11.434,49.113,53.399,2.03
JY11-4,2355.625,1,174.749,249.314,2.498,10.891,50.362,54.643,2.142
JY11-4,2355.75,1,166.82,247.208,2.495,10.204,51.773,56.024,2.233
JY11-4,2355.875,1,120.891,258.705,2.56,15.3,15.749,15.442,2.12
JY11-4,2356.75,1,123.442,260.115,2.56,15.311,11.961,11.629,2.206
JY11-4,2356.875,1,130.404,263.127,2.555,15.373,8.598,8.435,2.28
JY11-4,2357,1,177.772,282.766,2.543,17.732,21.49,22.612,4.249
JY41-5,2494.5,2,165.888,238.551,2.742,18.609,36.016,35.941,4.437
JY41-5,2494.625,2,164.232,238.706,2.745,18.517,35.66,35.624,4.403
JY41-5,2520.125,2,188.447,249.275,2.725,21.748,34.515,28.796,4.147
JY41-5,2520.25,2,181.884,247.823,2.716,19.892,36.195,30.262,4.163
JY41-5,2521,2,174.907,238.665,2.703,17.194,40.163,33.995,4.922
JY41-5,2523.5,2,194.113,253.462,2.716,20.9,28.056,24.03,4.195
JY41-5,2529,2,178.026,248.254,2.714,20.092,32.878,31.96,4.335
JY41-5,2529.125,2,172.929,246.999,2.718,20.226,33.263,32.248,4.294
JY41-5,2548.875,2,209.681,268.286,2.661,19.501,37.134,35.233,5.333
JY41-5,2549,2,226.167,272.177,2.628,19.771,19.643,18.635,4.753
JY41-5,2549.125,2,227.265,272.069,2.622,18.995,16.357,15.747,4.563
JY41-5,2550,2,224.231,271.349,2.617,18.242,15.604,15.272,4.263
JY41-5,2553.375,2,189.345,266.035,2.69,18.002,32.813,30.254,4.409
JY41-5,2553.5,2,194.573,267.743,2.686,17.587,25.437,23.231,4.277
JY41-5,2554,2,202.383,269.929,2.681,18.043,18.681,17.12,4.135
JY41-5,2554.125,2,201.701,274.962,2.66,20.837,18.336,17.153,4.124
JY41-5,2554.25,2,199.152,275.312,2.656,19.748,19.45,18.061,4.166
JY41-5,2554.5,2,200.275,275.912,2.654,19.044,19.369,17.974,4.231
JY41-5,2554.625,2,210.141,277.714,2.651,19.031,19.101,17.891,4.399
JY41-5,2554.75,2,214.849,278.49,2.649,19.108,19.229,17.997,4.436
JY41-5,2556,2,215.899,278.956,2.648,19.125,19.027,17.758,4.459
JY41-5,2556.125,2,203.313,275.996,2.65,20.228,32.877,30.394,4.418
JY41-5,2556.25,2,207.325,276.358,2.65,20.386,32.952,30.452,4.35
JY41-5,2557.125,2,211.89,275.105,2.669,19.957,32.826,30.509,4.227
JY41-5,2558.25,3,200.94,261.501,2.691,18.928,24.682,23.527,4.604
JY41-5,2558.375,3,193.492,259.639,2.696,19.958,31.811,30.005,4.506
JY41-5,2558.5,3,185.071,257.583,2.707,20.078,36.339,33.871,4.416
JY41-5,2559.125,2,213.233,266.65,2.67,21.723,20.124,18.838,4.465
JY41-5,2560,2,217.087,271.58,2.641,21.995,23.626,22.322,4.37
JY41-5,2560.125,2,201.586,269.349,2.663,18.766,31.048,28.722,4.129
JY41-5,2560.25,2,203.269,268.205,2.666,18.426,29.168,26.831,4.079
JY41-5,2561,2,203.825,266.862,2.669,18.35,26.296,24.137,4.072
JY41-5,2561.125,2,199.503,263.025,2.675,19.828,24.466,22.568,4.572
JY41-5,2561.25,2,201.476,263.584,2.67,20.262,24.772,22.627,4.664
JY41-5,2562,2,202.295,264.03,2.671,20.991,23.02,20.878,4.717
JY41-5,2563,1,193.823,256.777,2.648,18.635,31.866,29.372,4.457
JY41-5,2563.125,1,204.875,234.661,2.65,15.364,38.067,36.184,3.754
JY41-5,2563.25,1,200.661,233.046,2.654,15.375,42.344,40.421,3.545
JY41-5,2563.75,1,192.464,231.648,2.66,14.778,49.387,47.151,3.294
JY41-5,2566,2,160.523,238.058,2.671,14.808,58.196,55.113,3.891
JY41-5,2566.125,2,172.429,243.33,2.646,14.826,56.069,54.162,3.737
JY41-5,2566.25,2,174.058,242.662,2.641,14.629,56.305,54.41,3.608
JY41-5,2566.625,2,174.191,242.049,2.638,14.356,56.226,54.298,3.441
JY41-5,2566.75,2,171.805,242.13,2.63,14.084,55.951,54.36,3.184
JY41-5,2566.875,2,171.844,242.635,2.633,14.091,56.758,55.217,3.158
JY41-5,2568.75,1,181.129,245.416,2.628,14.075,20.902,19.428,3.902
JY41-5,2568.875,1,181.484,244.744,2.625,14.378,17.789,16.957,3.934
JY41-5,2570,1,179.584,243.47,2.618,14.357,19.879,19.28,3.921
JY41-5,2570.125,1,194.686,237.19,2.644,14.167,47.294,44.964,3.705
JY41-5,2570.25,1,185.233,236.344,2.652,13.469,48.076,45.378,3.783
JY41-5,2571.375,2,164.553,231.103,2.691,12.755,45.439,42.176,4.126
JY41-5,2571.5,2,167.477,233.485,2.684,13.613,45.676,42.095,4.207
JY41-5,2572.125,2,171.507,235.824,2.676,14.173,43.489,39.985,4.289
JY41-5,2575.875,1,178.003,235.485,2.65,14.568,55.844,52.091,4.335
JY41-5,2576.375,2,169.647,235.154,2.653,13.01,64.783,59.97,3.885
JY41-5,2576.5,2,166.337,233.593,2.664,12.864,40.729,36.368,3.482
JY41-5,2576.625,2,166.2,234.225,2.66,13.618,27.373,24.518,3.43
JY41-5,2578.5,1,176.621,242.061,2.624,14.213,56.245,54.601,4.04
JY41-5,2578.625,1,175.189,242.531,2.617,14.668,53.262,51.606,3.959
JY41-5,2579.375,1,172.771,242.4,2.62,14.918,50.912,49.298,3.858
JY41-5,2579.625,1,182.054,245.784,2.632,14.52,46.198,44.045,3.791
JY41-5,2580.125,1,188.941,247.3,2.637,15.495,44.63,42.717,3.783
JY41-5,2581,2,171.452,251.371,2.65,12.908,40.642,38.276,3.652
JY41-5,2583,1,177.455,259.094,2.616,17.547,52.99,49.963,3.548
JY41-5,2583.125,1,174.52,258.302,2.601,15.547,15.007,13.695,3.826
JY41-5,2583.25,1,176.783,260.133,2.602,15.593,13.05,12.426,3.958
JY41-5,2584,1,181.318,262.086,2.604,15.973,16.678,16.301,4.067
JY41-5,2585,1,183.465,259.502,2.607,14.485,45.649,43.133,3.802
JY41-5,2585.125,1,181.611,259.835,2.605,14.416,46.683,44.31,3.738
JY41-5,2585.875,1,178.709,260.021,2.602,14.531,48.949,46.669,3.681
JY41-5,2586,1,175.467,257.939,2.587,14.508,64.355,61.872,3.354
JY41-5,2586.125,1,175.689,257.554,2.585,14.687,63.545,61.178,3.238
JY41-5,2587.5,1,178.931,253.753,2.607,13.39,61.299,60.897,3.118
JY41-5,2587.625,1,174.865,255.242,2.579,14.177,58.543,57.912,3.461
JY41-5,2587.75,1,177.89,255.735,2.579,14.128,58.425,57.719,3.547
JY41-5,2588.25,1,182.521,255.841,2.581,13.792,58.208,57.518,3.588
JY41-5,2588.375,1,182.611,256.147,2.573,13.862,54.634,54.7,3.204
JY41-5,2588.5,1,182.077,256.884,2.574,13.879,54.337,54.405,3.098
JY41-5,2590,1,196.425,261.303,2.587,14.499,56.875,55.663,4.234
JY41-5,2590.125,1,199.122,263.684,2.577,14.329,42.431,39.265,4.313
JY41-5,2590.25,1,203.248,265.595,2.584,14.715,28.566,26.018,4.098
JY41-5,2590.75,1,207.846,267.631,2.6,15.637,17.94,16.413,3.852
JY41-5,2590.875,1,206.391,265.292,2.613,15.703,29.025,28.427,3.303
JY41-5,2591,1,206.396,263.224,2.602,14.308,35.667,34.534,3.249
JY41-5,2591.625,2,224.591,264.146,2.609,16.589,33.9,31.998,4.075
JY41-5,2592.25,2,206.544,253.336,2.638,14.84,23.082,22.022,3.823
JY41-5,2592.875,1,192.166,247.448,2.651,13.425,33.896,32.371,3.362
JY41-5,2593,1,197.125,244.679,2.624,12.86,28.066,25.597,3.21
JY41-5,2593.125,1,196.612,244.407,2.625,13.017,21.835,19.99,3.342
JY41-5,2594.875,2,202.104,241.135,2.622,12.022,63.205,60.799,2.932
JY41-5,2596.875,1,191.861,242.734,2.611,14.338,28.818,28.971,3.408
JY41-5,2597,1,182.962,240.586,2.588,11.922,56.746,56.718,3.156
JY41-5,2597.125,1,178.033,239.958,2.586,11.279,65.71,64.784,3.076
JY41-5,2597.5,1,174.576,239.94,2.589,11.376,62.408,60.685,3.114
JY41-5,2597.625,1,176.678,241.866,2.592,12.736,37.334,36.182,3.319
JY41-5,2597.75,1,177.352,242.261,2.591,12.671,40.362,39.382,3.329
JY41-5,2598,1,177.064,242.365,2.589,12.319,46.892,45.505,3.32
JY41-5,2598.125,1,179.621,242.955,2.588,11.172,44.843,42.234,3.226
JY41-5,2598.25,1,186.635,243.763,2.594,10.958,33.346,31.058,3.227
JY41-5,2599,1,197.623,244.817,2.61,11.384,22.735,21.26,3.363
JY41-5,2599.125,1,189.561,243.856,2.621,12.205,25.713,24.07,3.244
JY41-5,2599.25,1,190.65,242.753,2.623,12.21,21.496,20.208,3.147
JY41-5,2600.125,1,192.043,241.893,2.627,12.212,20.003,19.204,3.152
JY41-5,2600.25,1,215.668,244.925,2.561,12.203,66.018,64.055,3.423
JY41-5,2600.375,1,218.968,245.006,2.562,12.161,65.471,63.408,3.409
JY41-5,2601.25,1,221.128,245.276,2.561,12.064,64.574,62.297,3.435
JY41-5,2601.375,1,208.536,244.58,2.554,11.922,27.313,26.861,3.138
JY41-5,2601.5,1,204.895,244.382,2.559,12.068,37.564,36.869,3.05
JY41-5,2602.125,1,201.955,244.504,2.565,12.413,46.079,44.547,2.994
JY41-5,2602.25,1,215.49,246.738,2.572,12.485,21.219,20.791,3.016
JY41-5,2602.375,1,215.713,246.327,2.558,12.197,28.301,28.051,3.012
JY41-5,2602.875,1,212.872,245.661,2.549,12.014,38.688,38.304,2.984
JY41-5,2603,1,199.345,245.908,2.55,12.757,53.948,53.105,2.719
JY41-5,2603.125,1,202.089,246.521,2.544,12.515,54.892,53.899,2.683
JY41-5,2603.375,1,206.246,246.97,2.542,12.184,55.459,54.024,2.671
JY41-5,2604.75,1,207.178,242.944,2.557,10.787,52.464,50.98,3.673
JY41-5,2604.875,1,215.454,243.753,2.556,11.443,41.459,39.871,4.057
JY41-5,2605.625,1,221.195,243.723,2.564,11.9,31.353,30.042,4.299
JY41-5,2605.75,1,214.896,241.951,2.571,12.882,37.438,35.923,3.744
JY41-5,2605.875,1,212.919,242.216,2.573,12.488,29.747,28.109,3.586
JY41-5,2606.625,1,215.747,242.794,2.575,11.969,20.804,19.578,3.494
JY41-5,2606.875,1,227.116,249.364,2.549,12.626,21.062,20.479,2.682
JY41-5,2608.875,1,199.438,244.347,2.543,10.029,40.297,39.255,3.061
JY41-5,2609.5,1,198.176,244.24,2.554,10.111,33.298,32.699,3.06
JY41-5,2609.625,1,175.398,241.019,2.573,9.939,45.034,44.87,2.905
JY41-5,2609.75,1,182.158,241.498,2.562,9.948,46.845,46.698,2.849
JY41-5,2610.5,1,188.019,242.216,2.546,10.328,51.016,51.025,2.832
JY41-5,2612.625,1,231.26,252.164,2.494,11.267,13.88,13.579,3.457
JY41-5,2612.75,1,236.597,252.315,2.485,11.371,15.168,15.146,3.357
JY41-5,2613.5,1,242.518,252.026,2.479,11.466,21.176,21.534,3.251
JY41-5,2613.625,1,240.104,247.168,2.491,9.919,63.978,63.79,3.071
JY41-5,2614.625,1,232.853,246.094,2.478,9.808,71.816,71.342,2.811
JY41-5,2614.75,1,342.241,265.573,2.489,12.722,14.338,13.774,4.348
JY41-5,2614.875,1,383.445,267.251,2.459,13.419,15.119,14.654,4.299
JY41-5,2616.625,1,188.415,252.166,2.472,10.204,19.568,19.422,1.329
JY41-5,2616.75,1,182.427,250.89,2.48,9.304,26.249,25.627,1.297
JY41-5,2616.875,1,184.242,249.099,2.488,9.029,29.672,28.477,1.366
JY41-5,2617.625,1,190.967,247.141,2.496,9.515,28.278,26.847,1.585
JY41-5,2617.75,1,199.499,247.019,2.465,8.646,23.443,22.333,2.364
JY41-5,2617.875,1,202.452,248.231,2.462,9.069,22.022,21.16,2.368
JY41-5,2618.5,1,201.064,248.967,2.465,9.755,22.707,22.042,2.332
JY41-5,2618.625,1,174.656,247.25,2.458,9.24,24.36,22.67,2.197
JY41-5,2618.75,1,168.856,246.184,2.465,9.695,21.966,20.94,2.323
JY41-5,2619.625,1,162.439,244.483,2.469,10.233,27.822,27.069,2.489
JY51-2,3052.75,2,159.607,89.594,237.711,2.633,18.091,32.02,29.84
JY51-2,3052.875,2,161.003,90.077,240.227,2.635,18.433,24.504,23.285
JY51-2,3053,2,162.138,90.503,242.53,2.639,18.745,18.926,18.626
JY51-2,3053.75,2,192.832,93.346,253.755,2.668,20.975,25.98,27.049
JY51-2,3053.875,2,195.509,93.915,254.021,2.671,20.935,26.377,27.492
JY51-2,3054,2,196.842,94.448,254.741,2.672,20.968,26.599,27.784
JY51-2,3054.75,2,199.708,96.034,257.956,2.679,22.316,27.84,29.643
JY51-2,3054.875,2,198.12,96.168,256.577,2.678,21.955,28.368,30.285
JY51-2,3055,2,197.041,96.353,254.771,2.676,21.615,28.847,30.839
JY51-2,3055.75,2,198.012,96.834,247.534,2.681,19.692,30.48,32.734
JY51-2,3055.875,2,198.917,96.652,248.479,2.684,19.852,30.702,33.041
JY51-2,3056,2,200.281,96.473,249.495,2.683,20.101,30.801,33.162
JY51-2,3056.75,2,188.383,95.618,248.786,2.675,21.278,29.343,30.824
JY51-2,3056.875,2,187.104,95.502,248.304,2.68,21.464,27.621,28.824
JY51-2,3057,2,186.594,95.338,247.955,2.686,21.149,24.392,25.4
JY51-2,3057.75,2,188.286,93.883,248.046,2.695,19.871,23.95,25.889
JY51-2,3057.875,2,188.588,93.79,248.527,2.692,19.678,25.868,27.493
JY51-2,3058,2,188.402,93.722,248.81,2.687,19.752,24.497,25.875
JY51-2,3058.75,2,194.526,93.223,250.505,2.67,20.477,24.805,27.463
JY51-2,3058.875,2,198.933,93.494,251.752,2.669,20.502,27.582,29.852
JY51-2,3059,2,199.656,93.937,252.394,2.668,20.433,26.661,28.415
JY51-2,3059.75,2,196.919,95.239,250.387,2.687,19.612,11.157,13.042
JY51-2,3059.875,2,196.461,95.096,250.166,2.683,19.423,13.22,15.479
JY51-2,3060,2,197.179,94.976,249.718,2.672,19.115,17.148,19.807
JY51-2,3060.75,2,194.546,94.353,243.558,2.663,17.28,35.043,37.899
JY51-2,3060.875,2,194.005,94.265,243.729,2.66,17.544,34.891,37.622
JY51-2,3061,2,192.133,94.219,243.276,2.661,18.054,33.558,36.158
JY51-2,3061.75,2,190.989,94.297,244.255,2.667,18.207,29.631,32.368
JY51-2,3061.875,2,192.788,94.321,245.265,2.66,18.084,29.846,32.431
JY51-2,3062,2,193.159,94.302,245.833,2.658,18.25,29.277,31.767
JY51-2,3062.75,2,196.484,94.451,248.944,2.69,19.15,18.646,19.607
JY51-2,3062.875,2,197.961,94.478,250.999,2.695,19.413,13.781,14.858
JY51-2,3063,2,197.691,94.451,252.028,2.693,19.591,11.157,12.506
JY51-2,3063.75,2,204.037,94.499,252.987,2.653,19.914,23.908,26.841
JY51-2,3063.875,2,205.067,94.53,253.797,2.656,20.388,27.252,30.327
JY51-2,3064,2,206.055,94.537,254.836,2.656,20.517,29.282,32.407
JY51-2,3064.75,2,209.6,94.474,255.792,2.627,19.255,35.302,38.84
JY51-2,3064.875,2,209.411,94.422,255.453,2.624,19.169,35.646,39.167
JY51-2,3065,2,211.269,94.392,255.821,2.621,19.144,36.135,39.566
JY51-2,3065.75,2,228.722,94.749,258.981,2.65,19.237,26.24,28.967
JY51-2,3065.875,2,230.068,94.801,258.235,2.648,18.263,28.436,31.198
JY51-2,3066,2,226.645,94.803,257.17,2.638,17.735,32.177,34.534
JY51-2,3066.75,2,213.593,93.531,251.274,2.623,17.387,17.054,19.85
JY51-2,3066.875,2,216.469,93.407,251.967,2.626,17.305,25.858,29.258
