Well Name,Depth,Facies,GR,AC,DEN,CNL,LLS,LLD,K
JY11-4,2354.625,1,181.015,252.122,2.498,11.434,49.113,53.399,2.03
JY11-4,2355.625,1,174.749,249.314,2.498,10.891,50.362,54.643,2.142
JY11-4,2355.75,1,166.82,247.208,2.495,10.204,51.773,56.024,2.233
JY41-5,2494.5,2,165.888,238.551,2.742,18.609,36.016,35.941,4.437
JY41-5,2494.625,2,164.232,238.706,2.745,18.517,35.66,35.624,4.403
JY41-5,2520.125,2,188.447,249.275,2.725,21.748,34.515,28.796,4.147
JY41-5,2520.25,2,181.884,247.823,2.716,19.892,36.195,30.262,4.163
JY41-5,2521,2,174.907,238.665,2.703,17.194,40.163,33.995,4.922
JY41-5,2521.125,2,176.183,238.368,2.7,17.181,39.414,33.401,5.1
JY41-5,2521.25,2,177.935,238.672,2.702,17.483,38.281,32.521,5.232
JY41-5,2522.125,2,181.222,242.698,2.709,19.511,35.557,29.935,5.546
JY41-5,2522.25,2,184.508,243.803,2.704,19.379,29.618,24.775,5.512
JY41-5,2522.375,2,187.919,245.654,2.699,19.4,23.136,19.484,5.453
JY41-5,2523.25,2,189.081,253.41,2.716,20.6,31.594,26.823,4.784
JY41-5,2523.375,2,191.613,253.397,2.718,20.88,29.421,25.062,4.467
JY41-5,2523.5,2,194.113,253.462,2.716,20.9,28.056,24.03,4.195
JY41-5,2524.25,2,186.462,254.463,2.701,20.818,34.942,30.101,5.18
JY41-5,2524.375,2,183.164,254.525,2.709,20.741,34.494,29.981,5.221
JY41-5,2524.5,2,182.628,254.347,2.72,20.658,34.154,29.949,5.185
JY41-5,2525.125,2,174.938,251.576,2.703,21.156,33.351,30.595,4.962
JY41-5,2525.25,2,175.701,251.445,2.705,20.67,33.169,30.517,5.008
JY41-5,2525.375,2,176.596,251.55,2.71,20.224,33.04,30.474,5.056
JY41-5,2526.125,2,178.725,254.019,2.728,20.25,25.803,24.118,4.975
JY41-5,2526.25,2,180.339,254.521,2.731,20.893,24.605,23.192,5.089
JY41-5,2526.375,2,183.28,255.012,2.735,21.529,24.68,23.443,5.243
JY41-5,2527.125,2,181.617,255.457,2.72,20.906,31.366,29.803,5.445
JY41-5,2527.25,2,179.41,254.761,2.716,20.503,31.51,29.965,5.244
JY41-5,2527.375,2,177.695,253.873,2.715,20.45,31.055,29.561,5.05
JY41-5,2528,2,178.108,250.025,2.723,20.761,24.481,24.091,5.176
JY41-5,2528.125,2,175.971,249.991,2.719,20.25,26.513,26.104,5.269
JY41-5,2528.25,2,175.205,250.204,2.714,20.031,28.936,28.348,5.276
JY41-5,2528.875,2,182.537,249.494,2.716,19.519,32.001,31.152,4.465
JY41-5,2529,2,178.026,248.254,2.714,20.092,32.878,31.96,4.335
JY41-5,2529.125,2,172.929,246.999,2.718,20.226,33.263,32.248,4.294
JY41-5,2529.75,2,179.54,247.462,2.726,21.053,29.011,27.889,4.811
JY41-5,2529.875,2,180.642,248.073,2.725,21.299,29.633,28.449,4.916
JY41-5,2530,2,180.674,248.408,2.723,20.965,30.66,29.36,4.982
JY41-5,2530.625,2,178.624,249.629,2.731,19.956,32.51,30.898,4.8
JY41-5,2530.75,2,177.418,250.406,2.728,19.219,32.444,30.772,4.678
JY41-5,2530.875,2,177.107,251.216,2.727,18.727,32.223,30.511,4.633
JY41-5,2531.375,2,184.077,252.736,2.717,21.149,30.965,29.496,4.928
JY41-5,2531.5,2,184.536,252.677,2.715,21.433,30.845,29.403,5.147
JY41-5,2531.625,2,185.313,252.583,2.718,21.622,30.817,29.349,5.322
JY41-5,2532.375,2,181.358,253.602,2.726,20.768,30.6,29.105,5.551
JY41-5,2532.5,2,178.836,253.917,2.729,20.543,30.523,28.998,5.478
JY41-5,2532.625,2,177.019,254.249,2.732,19.989,30.435,28.873,5.503
JY41-5,2533.25,2,176.368,255.209,2.748,22.22,30.695,29.215,5.972
JY41-5,2533.375,2,178.819,255.004,2.746,21.306,29.364,27.738,5.909
JY41-5,2533.5,2,180.659,254.698,2.742,20.152,25.719,24.131,5.761
JY41-5,2534,2,187.24,253.679,2.742,20.76,15.809,15.461,5.168
JY41-5,2534.125,2,186.378,253.541,2.733,20.938,18.956,18.604,5.144
JY41-5,2534.25,2,183.233,253.293,2.724,20.942,23.895,23.251,5.182
JY41-5,2534.875,2,177.201,251.546,2.725,20.646,30.864,29.101,5.493
JY41-5,2535,2,174.544,252.181,2.721,21.156,27.992,26.259,5.521
JY41-5,2535.125,2,173.179,253.212,2.714,21.792,24.077,22.567,5.536
JY41-5,2535.875,2,182.827,255.4,2.699,20.677,31.094,29.593,5.492
JY41-5,2536,2,181.282,254.563,2.699,21.085,33.002,31.154,5.462
JY41-5,2536.125,2,181.363,253.808,2.696,21.292,33.177,31.151,5.436
JY41-5,2536.875,2,190.692,257.522,2.693,21.78,27.333,25.574,5.064
JY41-5,2537,2,193.229,258.335,2.695,21.826,27.467,25.742,4.971
JY41-5,2537.125,2,194.289,258.538,2.695,21.375,28.017,26.251,4.918
JY41-5,2537.875,2,188.411,253.603,2.716,20.225,23.773,22.123,5.093
JY41-5,2538,2,187.172,253.741,2.717,20.075,25.34,23.34,5.167
JY41-5,2538.125,2,187.972,254.11,2.715,20.001,25.316,22.905,5.227
JY41-5,2538.875,2,186.225,259.364,2.715,21.006,11.955,11.503,5.001
JY41-5,2539,2,189.167,259.999,2.706,19.994,15.535,14.715,5.045
JY41-5,2539.125,2,190.624,260.012,2.696,19.177,17.626,16.45,5.115
JY41-5,2540,2,186.347,258.339,2.706,19.871,22.065,20.729,4.853
JY41-5,2540.125,2,185.876,258.724,2.702,20.362,24.283,22.799,4.928
JY41-5,2540.25,2,182.737,259.065,2.699,20.521,26.337,24.566,5.044
JY41-5,2541.5,2,198.955,259.219,2.71,19.314,38.876,35.996,5.58
JY41-5,2541.625,2,195.759,259.344,2.709,19.352,39.047,36.041,5.455
JY41-5,2541.75,2,193.833,259.454,2.709,19.167,38.665,35.568,5.324
JY41-5,2542.625,2,213.597,257.861,2.691,19.044,20.896,19.16,5.473
JY41-5,2542.75,2,213.005,257.608,2.684,19.249,19.837,18.126,5.372
JY41-5,2542.875,2,211.356,257.574,2.675,19.219,18.55,16.976,5.183
JY41-5,2543.375,2,208.361,259.004,2.651,18.332,15.188,13.415,4.18
JY41-5,2543.5,2,207.693,259.275,2.645,18.468,11.56,10.17,4.06
JY41-5,2543.625,2,204.293,259.335,2.643,18.153,8.619,7.795,4.016
JY41-5,2544.375,2,193.576,255.294,2.67,19.687,32.334,30.398,4.472
JY41-5,2544.5,2,190.745,255.548,2.675,19.836,31.991,29.942,4.635
JY41-5,2544.625,2,187.679,256.479,2.679,20.117,30.246,28.209,4.788
JY41-5,2545.25,2,181.529,261.384,2.661,19.736,26.11,24.679,5.495
JY41-5,2545.375,2,183.592,261.623,2.664,18.919,28.722,26.93,5.624
JY41-5,2545.5,2,185.671,261.727,2.666,18.444,29.283,27.162,5.668
JY41-5,2546,2,186.347,258.892,2.645,19.365,15.716,14.727,5.159
JY41-5,2546.125,2,188.056,257.383,2.64,18.556,15.966,15.191,5.001
JY41-5,2546.25,2,189.358,255.968,2.64,17.899,18.051,17.368,4.855
JY41-5,2547,2,189.517,252.368,2.656,17.17,49.644,46.207,3.91
JY41-5,2547.125,2,185.922,251.095,2.661,16.751,41.697,38.467,3.897
JY41-5,2547.25,2,182.934,249.675,2.664,16.401,31.787,29.222,3.973
JY41-5,2548,2,187.422,254.492,2.673,15.31,36.673,35.067,4.764
JY41-5,2548.125,2,191.494,258.258,2.672,16.066,38.908,37.162,4.923
JY41-5,2548.25,2,196.788,262.074,2.67,17.319,39.565,37.804,5.089
JY41-5,2548.875,2,209.681,268.286,2.661,19.501,37.134,35.233,5.333
JY41-5,2550,2,224.231,271.349,2.617,18.242,15.604,15.272,4.263
JY41-5,2550.125,2,211.656,260.947,2.586,15.403,55.965,55.016,3.436
JY41-5,2550.25,2,209.697,258.875,2.594,15.68,62.139,60.999,3.292
JY41-5,2551,2,203.426,255.842,2.614,15.717,66.853,65.524,3.042
JY41-5,2551.125,2,196.786,251.406,2.612,15.599,59.811,57.763,3.606
JY41-5,2551.25,2,202.558,255.024,2.598,16.662,54.222,51.898,3.815
JY41-5,2552.125,2,205.121,258.064,2.595,17.033,45.413,43.013,4.063
JY41-5,2553.375,2,189.345,266.035,2.69,18.002,32.813,30.254,4.409
JY41-5,2553.5,2,194.573,267.743,2.686,17.587,25.437,23.231,4.277
JY41-5,2554,2,202.383,269.929,2.681,18.043,18.681,17.12,4.135
JY41-5,2554.125,2,201.701,274.962,2.66,20.837,18.336,17.153,4.124
JY41-5,2554.25,2,199.152,275.312,2.656,19.748,19.45,18.061,4.166
JY41-5,2554.5,2,200.275,275.912,2.654,19.044,19.369,17.974,4.231
JY41-5,2554.625,2,210.141,277.714,2.651,19.031,19.101,17.891,4.399
JY41-5,2554.75,2,214.849,278.49,2.649,19.108,19.229,17.997,4.436
JY41-5,2556,2,215.899,278.956,2.648,19.125,19.027,17.758,4.459
JY41-5,2556.125,2,203.313,275.996,2.65,20.228,32.877,30.394,4.418
JY41-5,2556.25,2,207.325,276.358,2.65,20.386,32.952,30.452,4.35
JY41-5,2557.125,2,211.89,275.105,2.669,19.957,32.826,30.509,4.227
JY41-5,2559.125,2,213.233,266.65,2.67,21.723,20.124,18.838,4.465
JY41-5,2559.25,2,216.993,269.823,2.652,22.391,21.055,19.86,4.414
JY41-5,2560,2,217.087,271.58,2.641,21.995,23.626,22.322,4.37
JY41-5,2560.125,2,201.586,269.349,2.663,18.766,31.048,28.722,4.129
JY41-5,2560.25,2,203.269,268.205,2.666,18.426,29.168,26.831,4.079
JY41-5,2561,2,203.825,266.862,2.669,18.35,26.296,24.137,4.072
JY41-5,2561.125,2,199.503,263.025,2.675,19.828,24.466,22.568,4.572
JY41-5,2561.25,2,201.476,263.584,2.67,20.262,24.772,22.627,4.664
JY41-5,2562,2,202.295,264.03,2.671,20.991,23.02,20.878,4.717
JY41-5,2562.125,2,199.093,261.659,2.681,18.572,30.383,28.189,4.614
JY41-5,2562.25,2,196.023,259.733,2.665,18.474,32.245,29.722,4.547
JY41-5,2566,2,160.523,238.058,2.671,14.808,58.196,55.113,3.891
JY41-5,2566.125,2,172.429,243.33,2.646,14.826,56.069,54.162,3.737
JY41-5,2566.25,2,174.058,242.662,2.641,14.629,56.305,54.41,3.608
